"代码","简称","时间","收盘价(原始币种)","市净率"
"01382.HK","互太纺织","2008-09-26","0.8804","0.4037"
"01382.HK","互太纺织","2008-10-03","0.9024","0.4138"
"01382.HK","互太纺织","2008-10-10","0.8364","0.3835"
"01382.HK","互太纺织","2008-10-17","0.8143","0.3734"
"01382.HK","互太纺织","2008-10-24","0.5172","0.2372"
"01382.HK","互太纺织","2008-10-31","0.5612","0.2573"
"01382.HK","互太纺织","2008-11-07","0.6933","0.3179"
"01382.HK","互太纺织","2008-11-14","0.7813","0.3583"
"01382.HK","互太纺织","2008-11-21","0.6933","0.3179"
"01382.HK","互太纺织","2008-11-28","0.6713","0.3078"
"01382.HK","互太纺织","2008-12-05","0.7043","0.3229"
"01382.HK","互太纺织","2008-12-12","0.7703","0.3532"
"01382.HK","互太纺织","2008-12-19","0.7263","0.3330"
"01382.HK","互太纺织","2008-12-24","0.7813","0.3583"
"01382.HK","互太纺织","2009-01-02","0.7809","0.3132"
"01382.HK","互太纺织","2009-01-09","0.8153","0.3270"
"01382.HK","互太纺织","2009-01-16","0.7923","0.3178"
"01382.HK","互太纺织","2009-01-23","0.8153","0.3270"
"01382.HK","互太纺织","2009-01-30","0.7923","0.3178"
"01382.HK","互太纺织","2009-02-06","0.7923","0.3178"
"01382.HK","互太纺织","2009-02-13","0.7923","0.3178"
"01382.HK","互太纺织","2009-02-20","0.7923","0.3178"
"01382.HK","互太纺织","2009-02-27","0.7809","0.3132"
"01382.HK","互太纺织","2009-03-06","0.7120","0.2856"
"01382.HK","互太纺织","2009-03-13","0.7694","0.3086"
"01382.HK","互太纺织","2009-03-20","0.7809","0.3132"
"01382.HK","互太纺织","2009-03-27","0.8383","0.3362"
"01382.HK","互太纺织","2009-04-03","0.8383","0.3362"
"01382.HK","互太纺织","2009-04-09","0.8383","0.3455"
"01382.HK","互太纺织","2009-04-17","0.9277","0.3823"
"01382.HK","互太纺织","2009-04-24","0.9389","0.3869"
"01382.HK","互太纺织","2009-04-30","0.9053","0.3731"
"01382.HK","互太纺织","2009-05-08","1.3301","0.5481"
"01382.HK","互太纺织","2009-05-15","1.5089","0.6218"
"01382.HK","互太纺织","2009-05-22","1.7548","0.7232"
"01382.HK","互太纺织","2009-05-29","1.9113","0.7876"
"01382.HK","互太纺织","2009-06-05","1.9113","0.7876"
"01382.HK","互太纺织","2009-06-12","1.9336","0.7969"
"01382.HK","互太纺织","2009-06-19","1.8554","0.7646"
"01382.HK","互太纺织","2009-06-26","2.2689","0.9350"
"01382.HK","互太纺织","2009-07-03","2.2801","0.9396"
"01382.HK","互太纺织","2009-07-10","2.6042","1.0732"
"01382.HK","互太纺织","2009-07-17","2.6042","1.0732"
"01382.HK","互太纺织","2009-07-24","2.5930","1.0686"
"01382.HK","互太纺织","2009-07-31","3.1072","1.2805"
"01382.HK","互太纺织","2009-08-07","2.8836","1.1884"
"01382.HK","互太纺织","2009-08-14","3.0289","1.2482"
"01382.HK","互太纺织","2009-08-21","2.9837","1.1746"
"01382.HK","互太纺织","2009-08-28","2.9135","1.1469"
"01382.HK","互太纺织","2009-09-04","2.9603","1.1653"
"01382.HK","互太纺织","2009-09-11","2.9603","1.1653"
"01382.HK","互太纺织","2009-09-18","3.2645","1.2851"
"01382.HK","互太纺织","2009-09-25","3.1943","1.2575"
"01382.HK","互太纺织","2009-10-02","3.1592","0.9396"
"01382.HK","互太纺织","2009-10-09","3.2411","1.2759"
"01382.HK","互太纺织","2009-10-16","3.9549","1.5569"
"01382.HK","互太纺织","2009-10-23","4.3176","1.6996"
"01382.HK","互太纺织","2009-10-30","4.4931","1.7687"
"01382.HK","互太纺织","2009-11-06","4.2825","1.6858"
"01382.HK","互太纺织","2009-11-13","4.3410","1.7089"
"01382.HK","互太纺织","2009-11-20","4.4697","1.7595"
"01382.HK","互太纺织","2009-11-27","4.5399","1.7872"
"01382.HK","互太纺织","2009-12-04","5.0314","1.9806"
"01382.HK","互太纺织","2009-12-11","5.6866","2.2386"
"01382.HK","互太纺织","2009-12-18","5.6990","2.1833"
"01382.HK","互太纺织","2009-12-24","6.1438","2.3537"
"01382.HK","互太纺织","2009-12-31","6.2400","2.2853"
"01382.HK","互太纺织","2010-01-08","6.4564","2.3646"
"01382.HK","互太纺织","2010-01-15","7.0456","2.5803"
"01382.HK","互太纺织","2010-01-22","6.6007","2.4174"
"01382.HK","互太纺织","2010-01-29","6.6247","2.4262"
"01382.HK","互太纺织","2010-02-05","6.3451","2.2281"
"01382.HK","互太纺织","2010-02-12","6.2699","2.2017"
"01382.HK","互太纺织","2010-02-19","6.6210","2.3249"
"01382.HK","互太纺织","2010-02-26","6.4705","2.2721"
"01382.HK","互太纺织","2010-03-05","6.4580","2.2677"
"01382.HK","互太纺织","2010-03-12","6.3953","2.2457"
"01382.HK","互太纺织","2010-03-19","6.2699","2.2017"
"01382.HK","互太纺织","2010-03-26","6.0692","2.1312"
"01382.HK","互太纺织","2010-04-01","6.1194","2.1488"
"01382.HK","互太纺织","2010-04-09","6.1069","2.1444"
"01382.HK","互太纺织","2010-04-16","5.8686","2.0607"
"01382.HK","互太纺织","2010-04-23","5.9689","2.0960"
"01382.HK","互太纺织","2010-04-30","5.7683","2.0255"
"01382.HK","互太纺织","2010-05-07","5.7934","2.0343"
"01382.HK","互太纺织","2010-05-14","5.8435","2.0519"
"01382.HK","互太纺织","2010-05-20","5.2165","1.8318"
"01382.HK","互太纺织","2010-05-28","5.0786","1.7833"
"01382.HK","互太纺织","2010-06-04","4.9657","1.7437"
"01382.HK","互太纺织","2010-06-11","4.6021","1.6160"
"01382.HK","互太纺织","2010-06-18","5.0034","1.7569"
"01382.HK","互太纺织","2010-06-25","4.9532","1.7393"
"01382.HK","互太纺织","2010-07-02","4.8153","1.6909"
"01382.HK","互太纺织","2010-07-09","5.4673","1.9198"
"01382.HK","互太纺织","2010-07-16","5.6680","1.9903"
"01382.HK","互太纺织","2010-07-23","5.6303","1.9771"
"01382.HK","互太纺织","2010-07-30","5.5927","1.9639"
"01382.HK","互太纺织","2010-08-06","5.6429","1.9815"
"01382.HK","互太纺织","2010-08-13","5.5175","1.9375"
"01382.HK","互太纺织","2010-08-20","5.5431","1.8714"
"01382.HK","互太纺织","2010-08-27","5.0735","1.7129"
"01382.HK","互太纺织","2010-09-03","5.7126","1.9286"
"01382.HK","互太纺织","2010-09-10","5.4779","1.8494"
"01382.HK","互太纺织","2010-09-17","5.5952","1.8890"
"01382.HK","互太纺织","2010-09-24","5.6083","1.8934"
"01382.HK","互太纺织","2010-09-30","5.5952","1.8890"
"01382.HK","互太纺织","2010-10-08","5.6083","1.8934"
"01382.HK","互太纺织","2010-10-15","5.8691","1.9815"
"01382.HK","互太纺织","2010-10-22","5.5692","1.8802"
"01382.HK","互太纺织","2010-10-29","5.7257","1.9330"
"01382.HK","互太纺织","2010-11-05","5.5300","1.8670"
"01382.HK","互太纺织","2010-11-12","5.5561","1.8758"
"01382.HK","互太纺织","2010-11-19","5.6605","1.9110"
"01382.HK","互太纺织","2010-11-26","5.9343","2.0035"
"01382.HK","互太纺织","2010-12-03","6.5082","2.1972"
"01382.HK","互太纺织","2010-12-10","6.5865","2.2237"
"01382.HK","互太纺织","2010-12-17","6.6915","2.1972"
"01382.HK","互太纺织","2010-12-24","6.4770","2.1268"
"01382.HK","互太纺织","2010-12-31","6.7988","1.9116"
"01382.HK","互太纺织","2011-01-07","6.7050","1.8852"
"01382.HK","互太纺织","2011-01-14","6.8122","1.9153"
"01382.HK","互太纺织","2011-01-21","6.7452","1.8965"
"01382.HK","互太纺织","2011-01-28","6.6647","1.8739"
"01382.HK","互太纺织","2011-02-02","6.7854","1.9078"
"01382.HK","互太纺织","2011-02-11","6.1417","1.7268"
"01382.HK","互太纺织","2011-02-18","6.0076","1.6891"
"01382.HK","互太纺织","2011-02-25","5.8065","1.6326"
"01382.HK","互太纺织","2011-03-04","6.0076","1.6891"
"01382.HK","互太纺织","2011-03-11","5.9674","1.6778"
"01382.HK","互太纺织","2011-03-18","5.7797","1.6250"
"01382.HK","互太纺织","2011-03-25","5.9674","1.6778"
"01382.HK","互太纺织","2011-04-01","6.0747","1.7080"
"01382.HK","互太纺织","2011-04-08","6.2088","1.7457"
"01382.HK","互太纺织","2011-04-15","6.4502","1.8135"
"01382.HK","互太纺织","2011-04-21","6.5574","1.8437"
"01382.HK","互太纺织","2011-04-29","6.7452","1.8965"
"01382.HK","互太纺织","2011-05-06","6.4904","1.8248"
"01382.HK","互太纺织","2011-05-13","6.5977","1.8550"
"01382.HK","互太纺织","2011-05-20","6.9061","1.9417"
"01382.HK","互太纺织","2011-05-27","6.7720","1.9040"
"01382.HK","互太纺织","2011-06-03","7.0134","1.9719"
"01382.HK","互太纺织","2011-06-10","7.0804","1.9907"
"01382.HK","互太纺织","2011-06-17","6.9732","1.9606"
"01382.HK","互太纺织","2011-06-24","6.6245","1.8625"
"01382.HK","互太纺织","2011-06-30","6.9732","1.9606"
"01382.HK","互太纺织","2011-07-08","7.0938","1.9945"
"01382.HK","互太纺织","2011-07-15","7.0268","1.9757"
"01382.HK","互太纺织","2011-07-22","7.0536","1.9832"
"01382.HK","互太纺织","2011-07-29","7.2682","2.0435"
"01382.HK","互太纺织","2011-08-05","6.7720","1.9040"
"01382.HK","互太纺织","2011-08-12","6.6647","1.8741"
"01382.HK","互太纺织","2011-08-19","6.6213","1.7911"
"01382.HK","互太纺织","2011-08-26","6.2589","1.6931"
"01382.HK","互太纺织","2011-09-02","6.5516","1.7722"
"01382.HK","互太纺织","2011-09-09","6.3007","1.7044"
"01382.HK","互太纺织","2011-09-16","6.0498","1.6365"
"01382.HK","互太纺织","2011-09-23","5.7710","1.5611"
"01382.HK","互太纺织","2011-09-30","5.5898","1.5121"
"01382.HK","互太纺织","2011-10-07","5.8965","1.5950"
"01382.HK","互太纺织","2011-10-14","6.2031","1.6780"
"01382.HK","互太纺织","2011-10-21","5.8686","1.5875"
"01382.HK","互太纺织","2011-10-28","6.1334","1.6591"
"01382.HK","互太纺织","2011-11-04","6.5377","1.7685"
"01382.HK","互太纺织","2011-11-11","6.4819","1.7534"
"01382.HK","互太纺织","2011-11-18","6.3983","1.7308"
"01382.HK","互太纺织","2011-11-25","6.0637","1.6403"
"01382.HK","互太纺织","2011-12-02","6.6910","1.8099"
"01382.HK","互太纺织","2011-12-09","6.7747","1.8326"
"01382.HK","互太纺织","2011-12-16","6.6228","1.6440"
"01382.HK","互太纺织","2011-12-23","6.5316","1.6214"
"01382.HK","互太纺织","2011-12-30","6.6987","1.6629"
"01382.HK","互太纺织","2012-01-06","6.8050","1.6234"
"01382.HK","互太纺织","2012-01-13","6.8506","1.6343"
"01382.HK","互太纺织","2012-01-20","7.0025","1.6706"
"01382.HK","互太纺织","2012-01-27","7.0025","1.6706"
"01382.HK","互太纺织","2012-02-03","7.3974","1.7648"
"01382.HK","互太纺织","2012-02-10","7.4430","1.7756"
"01382.HK","互太纺织","2012-02-17","7.4126","1.7684"
"01382.HK","互太纺织","2012-02-24","7.6557","1.8264"
"01382.HK","互太纺织","2012-03-02","7.8379","1.8699"
"01382.HK","互太纺织","2012-03-09","7.5038","1.7901"
"01382.HK","互太纺织","2012-03-16","7.9595","1.8989"
"01382.HK","互太纺织","2012-03-23","7.7924","1.8590"
"01382.HK","互太纺织","2012-03-30","7.8987","1.8844"
"01382.HK","互太纺织","2012-04-05","7.8683","1.8771"
"01382.HK","互太纺织","2012-04-13","7.7316","1.8445"
"01382.HK","互太纺织","2012-04-20","7.8531","1.8735"
"01382.HK","互太纺织","2012-04-27","7.7468","1.8481"
"01382.HK","互太纺织","2012-05-04","7.5949","1.8119"
"01382.HK","互太纺织","2012-05-11","7.7012","1.8372"
"01382.HK","互太纺织","2012-05-18","7.5949","1.8119"
"01382.HK","互太纺织","2012-05-25","7.6101","1.8155"
"01382.HK","互太纺织","2012-06-01","7.5645","1.8046"
"01382.HK","互太纺织","2012-06-08","8.1417","1.9423"
"01382.HK","互太纺织","2012-06-15","8.5822","2.0474"
"01382.HK","互太纺织","2012-06-22","8.0658","1.9242"
"01382.HK","互太纺织","2012-06-29","7.2000","1.7177"
"01382.HK","互太纺织","2012-07-06","7.2000","1.7177"
"01382.HK","互太纺织","2012-07-13","7.6557","1.8264"
"01382.HK","互太纺织","2012-07-20","7.8987","1.8844"
"01382.HK","互太纺织","2012-07-27","8.2329","1.9641"
"01382.HK","互太纺织","2012-08-03","8.0810","1.9278"
"01382.HK","互太纺织","2012-08-10","8.3544","1.9932"
"01382.HK","互太纺织","2012-08-17","8.0931","1.8265"
"01382.HK","互太纺织","2012-08-24","7.9165","1.7867"
"01382.HK","互太纺织","2012-08-31","7.9165","1.7867"
"01382.HK","互太纺织","2012-09-07","7.7559","1.7504"
"01382.HK","互太纺织","2012-09-14","8.1413","1.8374"
"01382.HK","互太纺织","2012-09-21","8.0771","1.8229"
"01382.HK","互太纺织","2012-09-28","8.0931","1.8265"
"01382.HK","互太纺织","2012-10-05","8.2055","1.8519"
"01382.HK","互太纺织","2012-10-12","8.1413","1.8374"
"01382.HK","互太纺织","2012-10-19","8.1413","1.8374"
"01382.HK","互太纺织","2012-10-26","8.3179","1.8773"
"01382.HK","互太纺织","2012-11-02","8.3340","1.8801"
"01382.HK","互太纺织","2012-11-09","8.2858","1.8692"
"01382.HK","互太纺织","2012-11-16","8.2858","1.8692"
"01382.HK","互太纺织","2012-11-23","8.7515","1.9743"
"01382.HK","互太纺织","2012-11-30","10.7427","2.4235"
"01382.HK","互太纺织","2012-12-07","10.7908","2.4343"
"01382.HK","互太纺织","2012-12-14","11.1152","2.3678"
"01382.HK","互太纺织","2012-12-21","11.7811","2.5098"
"01382.HK","互太纺织","2012-12-28","11.8324","2.5207"
"01382.HK","互太纺织","2013-01-04","11.9860","2.5466"
"01382.HK","互太纺织","2013-01-11","12.3275","2.6193"
"01382.HK","互太纺织","2013-01-18","12.3617","2.6282"
"01382.HK","互太纺织","2013-01-25","12.0543","2.5638"
"01382.HK","互太纺织","2013-02-01","11.9177","2.5357"
"01382.HK","互太纺织","2013-02-08","12.1226","2.5796"
"01382.HK","互太纺织","2013-02-15","12.1226","2.5796"
"01382.HK","互太纺织","2013-02-22","13.1983","2.8085"
"01382.HK","互太纺织","2013-03-01","13.5739","2.8901"
"01382.HK","互太纺织","2013-03-08","13.6593","2.9091"
"01382.HK","互太纺织","2013-03-15","13.6422","2.9064"
"01382.HK","互太纺织","2013-03-22","13.5398","2.8845"
"01382.HK","互太纺织","2013-03-28","14.2740","3.0417"
"01382.HK","互太纺织","2013-04-05","14.1886","3.0235"
"01382.HK","互太纺织","2013-04-12","14.6667","3.1264"
"01382.HK","互太纺织","2013-04-19","15.5716","3.3216"
"01382.HK","互太纺织","2013-04-26","15.6228","3.3325"
"01382.HK","互太纺织","2013-05-03","16.4905","3.5983"
"01382.HK","互太纺织","2013-05-10","16.4238","3.5838"
"01382.HK","互太纺织","2013-05-16","17.0580","3.7222"
"01382.HK","互太纺织","2013-05-24","16.4071","3.5801"
"01382.HK","互太纺织","2013-05-31","16.3403","3.5656"
"01382.HK","互太纺织","2013-06-07","16.2569","3.5474"
"01382.HK","互太纺织","2013-06-14","16.3570","3.5692"
"01382.HK","互太纺织","2013-06-21","15.2721","3.3325"
"01382.HK","互太纺织","2013-06-28","14.5210","3.1686"
"01382.HK","互太纺织","2013-07-05","15.1553","3.3070"
"01382.HK","互太纺织","2013-07-12","15.5225","3.3897"
"01382.HK","互太纺织","2013-07-19","15.1553","3.3095"
"01382.HK","互太纺织","2013-07-26","15.2888","3.3386"
"01382.HK","互太纺织","2013-08-02","15.3556","3.3532"
"01382.HK","互太纺织","2013-08-09","16.4405","3.5901"
"01382.HK","互太纺织","2013-08-16","15.8851","3.3289"
"01382.HK","互太纺织","2013-08-23","16.0069","3.3545"
"01382.HK","互太纺织","2013-08-30","15.8503","3.3217"
"01382.HK","互太纺织","2013-09-06","15.9025","3.3326"
"01382.HK","互太纺织","2013-09-13","16.0591","3.3654"
"01382.HK","互太纺织","2013-09-19","15.9895","3.3508"
"01382.HK","互太纺织","2013-09-27","16.4080","3.4274"
"01382.HK","互太纺织","2013-10-04","17.5601","3.6680"
"01382.HK","互太纺织","2013-10-11","17.4204","3.6389"
"01382.HK","互太纺织","2013-10-18","17.3506","3.6247"
"01382.HK","互太纺织","2013-10-25","17.2459","3.6028"
"01382.HK","互太纺织","2013-11-01","18.5857","3.9456"
"01382.HK","互太纺织","2013-11-08","18.0360","3.8289"
"01382.HK","互太纺织","2013-11-15","18.2078","3.8653"
"01382.HK","互太纺织","2013-11-22","18.0360","3.8289"
"01382.HK","互太纺织","2013-11-29","20.6813","4.3904"
"01382.HK","互太纺织","2013-12-06","20.8875","4.4342"
"01382.HK","互太纺织","2013-12-13","20.9585","4.3037"
"01382.HK","互太纺织","2013-12-20","20.8164","4.2745"
"01382.HK","互太纺织","2013-12-27","20.8519","4.2818"
"01382.HK","互太纺织","2014-01-03","20.8875","4.3227"
"01382.HK","互太纺织","2014-01-10","20.9585","4.3374"
"01382.HK","互太纺织","2014-01-17","20.1415","4.1683"
"01382.HK","互太纺织","2014-01-24","19.7152","4.0801"
"01382.HK","互太纺织","2014-01-30","19.5731","4.0507"
"01382.HK","互太纺织","2014-02-07","20.8875","4.3227"
"01382.HK","互太纺织","2014-02-14","20.6388","4.2713"
"01382.HK","互太纺织","2014-02-21","19.0709","4.0581"
"01382.HK","互太纺织","2014-02-28","19.3128","4.1095"
"01382.HK","互太纺织","2014-03-07","19.0018","4.0434"
"01382.HK","互太纺织","2014-03-14","18.7600","3.9919"
"01382.HK","互太纺织","2014-03-21","18.6218","3.9625"
"01382.HK","互太纺织","2014-03-28","17.9654","3.8228"
"01382.HK","互太纺织","2014-04-04","17.8272","3.7934"
"01382.HK","互太纺织","2014-04-11","17.3780","3.6978"
"01382.HK","互太纺织","2014-04-17","17.3780","3.6978"
"01382.HK","互太纺织","2014-04-25","16.9980","3.6170"
"01382.HK","互太纺织","2014-05-02","16.9462","3.6059"
"01382.HK","互太纺织","2014-05-09","16.4279","3.4957"
"01382.HK","互太纺织","2014-05-16","15.6506","3.3303"
"01382.HK","互太纺织","2014-05-23","16.8771","3.5912"
"01382.HK","互太纺织","2014-05-30","16.4107","3.4920"
"01382.HK","互太纺织","2014-06-06","16.8598","3.5876"
"01382.HK","互太纺织","2014-06-13","17.2226","3.6647"
"01382.HK","互太纺织","2014-06-20","16.4279","3.4957"
"01382.HK","互太纺织","2014-06-27","16.5143","3.5140"
"01382.HK","互太纺织","2014-07-04","16.4970","3.5104"
"01382.HK","互太纺织","2014-07-11","16.6180","3.5361"
"01382.HK","互太纺织","2014-07-18","16.5489","3.5214"
"01382.HK","互太纺织","2014-07-25","16.7561","3.5655"
"01382.HK","互太纺织","2014-08-01","16.9634","3.6096"
"01382.HK","互太纺织","2014-08-08","17.7235","3.7713"
"01382.HK","互太纺织","2014-08-15","17.3618","3.4626"
"01382.HK","互太纺织","2014-08-22","17.0300","3.3964"
"01382.HK","互太纺织","2014-08-29","17.1037","3.4111"
"01382.HK","互太纺织","2014-09-05","17.7488","3.5398"
"01382.HK","互太纺织","2014-09-12","17.5645","3.5030"
"01382.HK","互太纺织","2014-09-19","17.8041","3.5508"
"01382.HK","互太纺织","2014-09-26","17.8225","3.5545"
"01382.HK","互太纺织","2014-10-03","18.0253","3.5949"
"01382.HK","互太纺织","2014-10-10","18.2833","3.6464"
"01382.HK","互太纺织","2014-10-17","18.5045","3.6905"
"01382.HK","互太纺织","2014-10-24","18.8731","3.7640"
"01382.HK","互太纺织","2014-10-31","19.1680","3.8228"
"01382.HK","互太纺织","2014-11-07","19.1311","3.8155"
"01382.HK","互太纺织","2014-11-14","19.9421","3.9772"
"01382.HK","互太纺织","2014-11-21","19.0574","3.8008"
"01382.HK","互太纺织","2014-11-28","19.0574","3.8008"
"01382.HK","互太纺织","2014-12-05","19.2786","3.8449"
"01382.HK","互太纺织","2014-12-12","18.9911","3.6427"
"01382.HK","互太纺织","2014-12-19","19.9685","3.8302"
"01382.HK","互太纺织","2014-12-24","19.1444","3.6721"
"01382.HK","互太纺织","2015-01-02","19.5085","4.2110"
"01382.HK","互太纺织","2015-01-09","19.5085","4.2110"
