时间,简称,收盘价(元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/18,中证环保,"1,115.77",2013/6/18,国证地产,"3,925.32",2013/6/18,国证医药,"5,802.38",2013/6/18,国证有色,"3,933.06",2013/6/18,国证食品,"6,058.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/19,中证环保,"1,107.71",2013/6/19,国证地产,"3,887.57",2013/6/19,国证医药,"5,768.37",2013/6/19,国证有色,"3,931.50",2013/6/19,国证食品,"6,186.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/20,中证环保,"1,059.75",2013/6/20,国证地产,"3,780.49",2013/6/20,国证医药,"5,575.17",2013/6/20,国证有色,"3,773.52",2013/6/20,国证食品,"6,057.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/21,中证环保,"1,057.51",2013/6/21,国证地产,"3,768.69",2013/6/21,国证医药,"5,584.71",2013/6/21,国证有色,"3,733.14",2013/6/21,国证食品,"6,062.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/24,中证环保,989.5,2013/6/24,国证地产,"3,460.31",2013/6/24,国证医药,"5,339.22",2013/6/24,国证有色,"3,447.85",2013/6/24,国证食品,"5,809.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/25,中证环保,993.06,2013/6/25,国证地产,"3,393.30",2013/6/25,国证医药,"5,295.29",2013/6/25,国证有色,"3,386.11",2013/6/25,国证食品,"5,830.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/26,中证环保,"1,025.79",2013/6/26,国证地产,"3,437.69",2013/6/26,国证医药,"5,472.40",2013/6/26,国证有色,"3,387.39",2013/6/26,国证食品,"5,847.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/27,中证环保,"1,010.75",2013/6/27,国证地产,"3,470.95",2013/6/27,国证医药,"5,445.61",2013/6/27,国证有色,"3,335.34",2013/6/27,国证食品,"5,748.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/6/28,中证环保,"1,004.94",2013/6/28,国证地产,"3,633.85",2013/6/28,国证医药,"5,397.63",2013/6/28,国证有色,"3,344.04",2013/6/28,国证食品,"5,784.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/1,中证环保,"1,028.87",2013/7/1,国证地产,"3,652.04",2013/7/1,国证医药,"5,569.72",2013/7/1,国证有色,"3,360.02",2013/7/1,国证食品,"5,914.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/2,中证环保,"1,046.92",2013/7/2,国证地产,"3,642.63",2013/7/2,国证医药,"5,771.75",2013/7/2,国证有色,"3,335.54",2013/7/2,国证食品,"6,078.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/3,中证环保,"1,045.94",2013/7/3,国证地产,"3,571.35",2013/7/3,国证医药,"5,823.16",2013/7/3,国证有色,"3,281.19",2013/7/3,国证食品,"6,127.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/4,中证环保,"1,048.56",2013/7/4,国证地产,"3,672.12",2013/7/4,国证医药,"5,751.79",2013/7/4,国证有色,"3,392.17",2013/7/4,国证食品,"6,108.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/5,中证环保,"1,032.27",2013/7/5,国证地产,"3,775.57",2013/7/5,国证医药,"5,680.97",2013/7/5,国证有色,"3,441.36",2013/7/5,国证食品,"6,103.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/8,中证环保,982.54,2013/7/8,国证地产,"3,700.12",2013/7/8,国证医药,"5,566.03",2013/7/8,国证有色,"3,251.90",2013/7/8,国证食品,"5,989.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/9,中证环保,982.34,2013/7/9,国证地产,"3,634.47",2013/7/9,国证医药,"5,627.48",2013/7/9,国证有色,"3,273.72",2013/7/9,国证食品,"5,957.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/10,中证环保,"1,014.65",2013/7/10,国证地产,"3,811.54",2013/7/10,国证医药,"5,721.00",2013/7/10,国证有色,"3,437.94",2013/7/10,国证食品,"6,042.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/11,中证环保,"1,042.45",2013/7/11,国证地产,"3,973.73",2013/7/11,国证医药,"5,836.67",2013/7/11,国证有色,"3,604.47",2013/7/11,国证食品,"6,164.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/12,中证环保,"1,038.74",2013/7/12,国证地产,"3,883.77",2013/7/12,国证医药,"5,850.79",2013/7/12,国证有色,"3,501.87",2013/7/12,国证食品,"6,113.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/15,,,2013/7/15,国证地产,"3,912.15",2013/7/15,国证医药,"6,025.19",2013/7/15,国证有色,"3,528.73",2013/7/15,国证食品,"6,190.04",2013/7/15,中证银行,"3,793.84",2013/7/15,证券公司,541.33,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/16,,,2013/7/16,国证地产,"3,910.11",2013/7/16,国证医药,"6,061.98",2013/7/16,国证有色,"3,532.61",2013/7/16,国证食品,"6,242.35",2013/7/16,中证银行,"3,798.75",2013/7/16,证券公司,543.94,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/17,,,2013/7/17,国证地产,"3,904.60",2013/7/17,国证医药,"5,927.81",2013/7/17,国证有色,"3,474.48",2013/7/17,国证食品,"6,078.36",2013/7/17,中证银行,"3,748.53",2013/7/17,证券公司,528.3,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/18,,,2013/7/18,国证地产,"3,831.48",2013/7/18,国证医药,"5,899.17",2013/7/18,国证有色,"3,393.15",2013/7/18,国证食品,"6,022.28",2013/7/18,中证银行,"3,660.23",2013/7/18,证券公司,516.96,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/19,,,2013/7/19,国证地产,"3,650.31",2013/7/19,国证医药,"5,788.34",2013/7/19,国证有色,"3,275.93",2013/7/19,国证食品,"5,863.95",2013/7/19,中证银行,"3,584.28",2013/7/19,证券公司,499.6,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/22,,,2013/7/22,国证地产,"3,648.59",2013/7/22,国证医药,"5,945.01",2013/7/22,国证有色,"3,359.50",2013/7/22,国证食品,"5,902.93",2013/7/22,中证银行,"3,557.63",2013/7/22,证券公司,508.03,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/23,,,2013/7/23,国证地产,"3,765.72",2013/7/23,国证医药,"6,072.42",2013/7/23,国证有色,"3,484.73",2013/7/23,国证食品,"6,056.34",2013/7/23,中证银行,"3,632.03",2013/7/23,证券公司,531.42,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/24,,,2013/7/24,国证地产,"3,700.26",2013/7/24,国证医药,"6,173.63",2013/7/24,国证有色,"3,450.73",2013/7/24,国证食品,"6,051.40",2013/7/24,中证银行,"3,567.77",2013/7/24,证券公司,526.26,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/25,,,2013/7/25,国证地产,"3,687.44",2013/7/25,国证医药,"6,057.24",2013/7/25,国证有色,"3,404.27",2013/7/25,国证食品,"6,083.39",2013/7/25,中证银行,"3,557.00",2013/7/25,证券公司,526.27,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/26,,,2013/7/26,国证地产,"3,663.67",2013/7/26,国证医药,"6,038.98",2013/7/26,国证有色,"3,381.45",2013/7/26,国证食品,"6,001.27",2013/7/26,中证银行,"3,537.22",2013/7/26,证券公司,519.99,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/29,,,2013/7/29,国证地产,"3,559.44",2013/7/29,国证医药,"5,983.23",2013/7/29,国证有色,"3,306.89",2013/7/29,国证食品,"5,873.39",2013/7/29,中证银行,"3,456.12",2013/7/29,证券公司,502,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/30,,,2013/7/30,国证地产,"3,612.87",2013/7/30,国证医药,"5,898.44",2013/7/30,国证有色,"3,369.44",2013/7/30,国证食品,"5,902.60",2013/7/30,中证银行,"3,499.98",2013/7/30,证券公司,513.98,,,,,,,,,,,,,,,,,,,,,,,,
2013/7/31,,,2013/7/31,国证地产,"3,698.33",2013/7/31,国证医药,"5,874.90",2013/7/31,国证有色,"3,356.00",2013/7/31,国证食品,"5,831.46",2013/7/31,中证银行,"3,494.87",2013/7/31,证券公司,517.06,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/1,,,2013/8/1,国证地产,"3,780.94",2013/8/1,国证医药,"6,018.20",2013/8/1,国证有色,"3,429.74",2013/8/1,国证食品,"5,928.26",2013/8/1,中证银行,"3,559.99",2013/8/1,证券公司,536.03,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/2,,,2013/8/2,国证地产,"3,855.98",2013/8/2,国证医药,"6,014.93",2013/8/2,国证有色,"3,418.52",2013/8/2,国证食品,"5,997.03",2013/8/2,中证银行,"3,548.07",2013/8/2,证券公司,531.88,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/5,,,2013/8/5,国证地产,"3,882.92",2013/8/5,国证医药,"6,166.41",2013/8/5,国证有色,"3,463.72",2013/8/5,国证食品,"6,081.23",2013/8/5,中证银行,"3,578.10",2013/8/5,证券公司,539.54,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/6,,,2013/8/6,国证地产,"3,867.10",2013/8/6,国证医药,"6,226.43",2013/8/6,国证有色,"3,497.33",2013/8/6,国证食品,"6,092.15",2013/8/6,中证银行,"3,565.96",2013/8/6,证券公司,542.35,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/7,,,2013/8/7,国证地产,"3,897.29",2013/8/7,国证医药,"6,124.32",2013/8/7,国证有色,"3,480.42",2013/8/7,国证食品,"6,083.18",2013/8/7,中证银行,"3,559.96",2013/8/7,证券公司,536.85,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/8,,,2013/8/8,国证地产,"3,860.10",2013/8/8,国证医药,"6,207.47",2013/8/8,国证有色,"3,506.24",2013/8/8,国证食品,"6,057.71",2013/8/8,中证银行,"3,554.30",2013/8/8,证券公司,529.1,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/9,,,2013/8/9,国证地产,"3,864.77",2013/8/9,国证医药,"6,217.59",2013/8/9,国证有色,"3,658.48",2013/8/9,国证食品,"6,068.05",2013/8/9,中证银行,"3,551.96",2013/8/9,证券公司,535.27,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/12,,,2013/8/12,国证地产,"3,977.67",2013/8/12,国证医药,"6,212.05",2013/8/12,国证有色,"3,821.79",2013/8/12,国证食品,"6,185.99",2013/8/12,中证银行,"3,678.63",2013/8/12,证券公司,556.13,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/13,,,2013/8/13,国证地产,"4,000.84",2013/8/13,国证医药,"6,193.21",2013/8/13,国证有色,"3,796.41",2013/8/13,国证食品,"6,154.84",2013/8/13,中证银行,"3,723.73",2013/8/13,证券公司,555.03,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/14,,,2013/8/14,国证地产,"3,986.67",2013/8/14,国证医药,"6,163.93",2013/8/14,国证有色,"3,742.73",2013/8/14,国证食品,"6,092.45",2013/8/14,中证银行,"3,707.36",2013/8/14,证券公司,548.76,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/15,,,2013/8/15,国证地产,"3,912.53",2013/8/15,国证医药,"5,979.84",2013/8/15,国证有色,"3,732.02",2013/8/15,国证食品,"6,088.49",2013/8/15,中证银行,"3,667.99",2013/8/15,证券公司,539.84,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/16,,,2013/8/16,国证地产,"3,881.39",2013/8/16,国证医药,"5,847.67",2013/8/16,国证有色,"3,677.83",2013/8/16,国证食品,"6,000.67",2013/8/16,中证银行,"3,699.03",2013/8/16,证券公司,540.64,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/19,,,2013/8/19,国证地产,"3,895.73",2013/8/19,国证医药,"5,940.17",2013/8/19,国证有色,"3,763.90",2013/8/19,国证食品,"6,071.45",2013/8/19,中证银行,"3,759.10",2013/8/19,证券公司,528.72,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/20,,,2013/8/20,国证地产,"3,831.73",2013/8/20,国证医药,"5,889.87",2013/8/20,国证有色,"3,685.51",2013/8/20,国证食品,"6,061.22",2013/8/20,中证银行,"3,765.81",2013/8/20,证券公司,517.81,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/21,,,2013/8/21,国证地产,"3,803.24",2013/8/21,国证医药,"5,893.01",2013/8/21,国证有色,"3,719.19",2013/8/21,国证食品,"6,060.03",2013/8/21,中证银行,"3,734.76",2013/8/21,证券公司,520.22,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/22,,,2013/8/22,国证地产,"3,786.12",2013/8/22,国证医药,"5,947.92",2013/8/22,国证有色,"3,661.70",2013/8/22,国证食品,"6,046.49",2013/8/22,中证银行,"3,730.03",2013/8/22,证券公司,516.51,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/23,,,2013/8/23,国证地产,"3,780.82",2013/8/23,国证医药,"5,976.27",2013/8/23,国证有色,"3,643.83",2013/8/23,国证食品,"5,992.08",2013/8/23,中证银行,"3,675.76",2013/8/23,证券公司,509.48,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/26,,,2013/8/26,国证地产,"3,860.71",2013/8/26,国证医药,"6,062.74",2013/8/26,国证有色,"3,725.02",2013/8/26,国证食品,"6,074.87",2013/8/26,中证银行,"3,743.89",2013/8/26,证券公司,535.91,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/27,,,2013/8/27,国证地产,"3,881.17",2013/8/27,国证医药,"6,067.05",2013/8/27,国证有色,"3,772.95",2013/8/27,国证食品,"6,111.11",2013/8/27,中证银行,"3,745.72",2013/8/27,证券公司,536.46,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/28,,,2013/8/28,国证地产,"3,843.87",2013/8/28,国证医药,"5,916.78",2013/8/28,国证有色,"3,905.42",2013/8/28,国证食品,"6,024.94",2013/8/28,中证银行,"3,723.10",2013/8/28,证券公司,529.25,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/29,,,2013/8/29,国证地产,"3,862.92",2013/8/29,国证医药,"5,917.42",2013/8/29,国证有色,"3,812.41",2013/8/29,国证食品,"6,002.80",2013/8/29,中证银行,"3,722.01",2013/8/29,证券公司,532.58,,,,,,,,,,,,,,,,,,,,,,,,
2013/8/30,,,2013/8/30,国证地产,"3,876.29",2013/8/30,国证医药,"5,817.27",2013/8/30,国证有色,"3,735.78",2013/8/30,国证食品,"5,968.94",2013/8/30,中证银行,"3,728.69",2013/8/30,证券公司,538.35,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/2,,,2013/9/2,国证地产,"3,794.55",2013/9/2,国证医药,"5,851.17",2013/9/2,国证有色,"3,774.41",2013/9/2,国证食品,"5,884.94",2013/9/2,中证银行,"3,737.78",2013/9/2,证券公司,539.71,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/3,,,2013/9/3,国证地产,"3,924.99",2013/9/3,国证医药,"5,933.46",2013/9/3,国证有色,"3,777.78",2013/9/3,国证食品,"5,973.24",2013/9/3,中证银行,"3,810.54",2013/9/3,证券公司,540.95,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/4,,,2013/9/4,国证地产,"3,907.97",2013/9/4,国证医药,"5,881.79",2013/9/4,国证有色,"3,804.20",2013/9/4,国证食品,"5,997.63",2013/9/4,中证银行,"3,810.68",2013/9/4,证券公司,535.98,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/5,,,2013/9/5,国证地产,"3,891.76",2013/9/5,国证医药,"5,887.25",2013/9/5,国证有色,"3,733.98",2013/9/5,国证食品,"6,091.08",2013/9/5,中证银行,"3,812.42",2013/9/5,证券公司,530.51,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/6,,,2013/9/6,国证地产,"3,896.76",2013/9/6,国证医药,"5,911.33",2013/9/6,国证有色,"3,748.54",2013/9/6,国证食品,"6,075.88",2013/9/6,中证银行,"3,871.32",2013/9/6,证券公司,534.66,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/9,,,2013/9/9,国证地产,"4,005.78",2013/9/9,国证医药,"5,883.08",2013/9/9,国证有色,"3,832.47",2013/9/9,国证食品,"6,125.72",2013/9/9,中证银行,"4,187.56",2013/9/9,证券公司,564.4,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/10,,,2013/9/10,国证地产,"4,071.21",2013/9/10,国证医药,"5,831.46",2013/9/10,国证有色,"3,874.32",2013/9/10,国证食品,"6,159.87",2013/9/10,中证银行,"4,204.36",2013/9/10,证券公司,587.15,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/11,,,2013/9/11,国证地产,"4,099.38",2013/9/11,国证医药,"5,789.58",2013/9/11,国证有色,"3,934.07",2013/9/11,国证食品,"6,167.53",2013/9/11,中证银行,"4,185.34",2013/9/11,证券公司,583.98,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/12,,,2013/9/12,国证地产,"4,096.85",2013/9/12,国证医药,"5,791.73",2013/9/12,国证有色,"3,872.23",2013/9/12,国证食品,"6,129.75",2013/9/12,中证银行,"4,333.61",2013/9/12,证券公司,598.8,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/13,,,2013/9/13,国证地产,"4,088.97",2013/9/13,国证医药,"5,844.26",2013/9/13,国证有色,"3,847.65",2013/9/13,国证食品,"6,241.53",2013/9/13,中证银行,"4,250.99",2013/9/13,证券公司,589.14,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/16,,,2013/9/16,国证地产,"4,049.03",2013/9/16,国证医药,"5,894.73",2013/9/16,国证有色,"3,809.01",2013/9/16,国证食品,"6,188.73",2013/9/16,中证银行,"4,225.08",2013/9/16,证券公司,578.99,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/17,,,2013/9/17,国证地产,"3,900.30",2013/9/17,国证医药,"5,818.25",2013/9/17,国证有色,"3,711.09",2013/9/17,国证食品,"6,071.42",2013/9/17,中证银行,"4,111.80",2013/9/17,证券公司,567.71,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/18,,,2013/9/18,国证地产,"3,934.82",2013/9/18,国证医药,"5,896.02",2013/9/18,国证有色,"3,723.43",2013/9/18,国证食品,"6,085.12",2013/9/18,中证银行,"4,114.37",2013/9/18,证券公司,572.74,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/23,,,2013/9/23,国证地产,"3,987.21",2013/9/23,国证医药,"6,041.17",2013/9/23,国证有色,"3,780.26",2013/9/23,国证食品,"6,169.92",2013/9/23,中证银行,"4,132.66",2013/9/23,证券公司,578.29,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/24,,,2013/9/24,国证地产,"3,981.51",2013/9/24,国证医药,"6,048.46",2013/9/24,国证有色,"3,718.23",2013/9/24,国证食品,"6,253.20",2013/9/24,中证银行,"4,011.88",2013/9/24,证券公司,563.28,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/25,,,2013/9/25,国证地产,"3,941.18",2013/9/25,国证医药,"6,001.85",2013/9/25,国证有色,"3,722.12",2013/9/25,国证食品,"6,202.18",2013/9/25,中证银行,"3,988.29",2013/9/25,证券公司,558.3,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/26,,,2013/9/26,国证地产,"3,834.29",2013/9/26,国证医药,"6,091.78",2013/9/26,国证有色,"3,665.93",2013/9/26,国证食品,"6,222.19",2013/9/26,中证银行,"3,905.44",2013/9/26,证券公司,547.07,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/27,,,2013/9/27,国证地产,"3,802.30",2013/9/27,国证医药,"6,204.18",2013/9/27,国证有色,"3,695.01",2013/9/27,国证食品,"6,223.89",2013/9/27,中证银行,"3,923.23",2013/9/27,证券公司,559.5,,,,,,,,,,,,,,,,,,,,,,,,
2013/9/30,,,2013/9/30,国证地产,"3,833.31",2013/9/30,国证医药,"6,224.31",2013/9/30,国证有色,"3,717.87",2013/9/30,国证食品,"6,273.68",2013/9/30,中证银行,"3,933.97",2013/9/30,证券公司,553.01,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/8,,,2013/10/8,国证地产,"3,970.16",2013/10/8,国证医药,"6,233.04",2013/10/8,国证有色,"3,728.77",2013/10/8,国证食品,"6,309.10",2013/10/8,中证银行,"3,959.55",2013/10/8,证券公司,559.64,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/9,,,2013/10/9,国证地产,"3,955.82",2013/10/9,国证医药,"6,240.69",2013/10/9,国证有色,"3,725.87",2013/10/9,国证食品,"6,359.00",2013/10/9,中证银行,"3,996.52",2013/10/9,证券公司,562.37,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/10,,,2013/10/10,国证地产,"3,963.65",2013/10/10,国证医药,"6,159.78",2013/10/10,国证有色,"3,714.64",2013/10/10,国证食品,"6,343.41",2013/10/10,中证银行,"3,919.60",2013/10/10,证券公司,543.32,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/11,,,2013/10/11,国证地产,"4,010.75",2013/10/11,国证医药,"6,226.17",2013/10/11,国证有色,"3,747.90",2013/10/11,国证食品,"6,420.15",2013/10/11,中证银行,"4,016.53",2013/10/11,证券公司,553.52,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/14,,,2013/10/14,国证地产,"3,982.00",2013/10/14,国证医药,"6,184.39",2013/10/14,国证有色,"3,718.61",2013/10/14,国证食品,"6,513.26",2013/10/14,中证银行,"3,962.15",2013/10/14,证券公司,548.56,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/15,,,2013/10/15,国证地产,"3,979.94",2013/10/15,国证医药,"6,266.99",2013/10/15,国证有色,"3,740.02",2013/10/15,国证食品,"6,594.67",2013/10/15,中证银行,"3,910.25",2013/10/15,证券公司,549.87,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/16,,,2013/10/16,国证地产,"3,863.47",2013/10/16,国证医药,"6,154.17",2013/10/16,国证有色,"3,667.50",2013/10/16,国证食品,"6,508.96",2013/10/16,中证银行,"3,877.87",2013/10/16,证券公司,535.53,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/17,,,2013/10/17,国证地产,"3,849.09",2013/10/17,国证医药,"6,113.70",2013/10/17,国证有色,"3,650.91",2013/10/17,国证食品,"6,500.25",2013/10/17,中证银行,"3,858.86",2013/10/17,证券公司,536.94,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/18,,,2013/10/18,国证地产,"3,868.57",2013/10/18,国证医药,"6,122.53",2013/10/18,国证有色,"3,652.71",2013/10/18,国证食品,"6,559.22",2013/10/18,中证银行,"3,877.60",2013/10/18,证券公司,545.22,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/21,,,2013/10/21,国证地产,"3,917.47",2013/10/21,国证医药,"6,270.78",2013/10/21,国证有色,"3,677.45",2013/10/21,国证食品,"6,782.99",2013/10/21,中证银行,"3,923.18",2013/10/21,证券公司,552.1,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/22,,,2013/10/22,国证地产,"3,868.06",2013/10/22,国证医药,"6,233.50",2013/10/22,国证有色,"3,666.07",2013/10/22,国证食品,"6,724.35",2013/10/22,中证银行,"3,870.89",2013/10/22,证券公司,543.97,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/23,,,2013/10/23,国证地产,"3,811.18",2013/10/23,国证医药,"6,125.11",2013/10/23,国证有色,"3,664.10",2013/10/23,国证食品,"6,520.67",2013/10/23,中证银行,"3,902.38",2013/10/23,证券公司,542.3,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/24,,,2013/10/24,国证地产,"3,778.05",2013/10/24,国证医药,"6,088.96",2013/10/24,国证有色,"3,604.50",2013/10/24,国证食品,"6,447.11",2013/10/24,中证银行,"3,882.47",2013/10/24,证券公司,533.59,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/25,,,2013/10/25,国证地产,"3,732.87",2013/10/25,国证医药,"5,926.76",2013/10/25,国证有色,"3,521.80",2013/10/25,国证食品,"6,235.38",2013/10/25,中证银行,"3,910.12",2013/10/25,证券公司,529.21,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/28,,,2013/10/28,国证地产,"3,703.93",2013/10/28,国证医药,"5,859.13",2013/10/28,国证有色,"3,495.61",2013/10/28,国证食品,"6,106.75",2013/10/28,中证银行,"3,901.79",2013/10/28,证券公司,528.43,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/29,,,2013/10/29,国证地产,"3,646.53",2013/10/29,国证医药,"5,779.91",2013/10/29,国证有色,"3,440.40",2013/10/29,国证食品,"6,015.43",2013/10/29,中证银行,"4,015.46",2013/10/29,证券公司,537.01,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/30,,,2013/10/30,国证地产,"3,698.26",2013/10/30,国证医药,"5,852.08",2013/10/30,国证有色,"3,481.92",2013/10/30,国证食品,"6,097.92",2013/10/30,中证银行,"4,043.81",2013/10/30,证券公司,541,,,,,,,,,,,,,,,,,,,,,,,,
2013/10/31,,,2013/10/31,国证地产,"3,735.25",2013/10/31,国证医药,"5,749.17",2013/10/31,国证有色,"3,461.52",2013/10/31,国证食品,"5,965.48",2013/10/31,中证银行,"3,962.17",2013/10/31,证券公司,534.98,,,,,,,,,,,,,,,,,,,,,,,,
2013/11/1,,,2013/11/1,国证地产,"3,762.00",2013/11/1,国证医药,"5,778.09",2013/11/1,国证有色,"3,505.10",2013/11/1,国证食品,"5,909.26",2013/11/1,中证银行,"4,006.89",2013/11/1,证券公司,540.96,,,,,,,,,,,,,,,,,,,,,,,,
2013/11/4,,,2013/11/4,国证地产,"3,740.73",2013/11/4,国证医药,"5,717.60",2013/11/4,国证有色,"3,494.19",2013/11/4,国证食品,"5,938.59",2013/11/4,中证银行,"3,974.29",2013/11/4,证券公司,536.02,,,,,,,,,,,,,,,,,,,,,,,,
2013/11/5,,,2013/11/5,国证地产,"3,749.27",2013/11/5,国证医药,"5,733.20",2013/11/5,国证有色,"3,518.72",2013/11/5,国证食品,"5,949.78",2013/11/5,中证银行,"3,948.92",2013/11/5,证券公司,534.03,,,,,,,,,,,,,,,,,,,,,,,,
2013/11/6,,,2013/11/6,国证地产,"3,689.48",2013/11/6,国证医药,"5,654.87",2013/11/6,国证有色,"3,494.03",2013/11/6,国证食品,"5,919.47",2013/11/6,中证银行,"3,883.39",2013/11/6,证券公司,524.73,,,,,,,,,,,,,,,,,,,,,,,,
2013/11/7,,,2013/11/7,国证地产,"3,668.61",2013/11/7,国证医药,"5,559.44",2013/11/7,国证有色,"3,459.71",2013/11/7,国证食品,"5,795.50",2013/11/7,中证银行,"3,902.58",2013/11/7,证券公司,519.78,,,,,,,,,,,,,,,,,,,,,,,,
2013/11/8,,,2013/11/8,国证地产,"3,632.79",2013/11/8,国证医药,"5,482.29",2013/11/8,国证有色,"3,384.48",2013/11/8,国证食品,"5,722.63",2013/11/8,中证银行,"3,873.22",2013/11/8,证券公司,501.85,,,,,,,,,,,,,,,,,,,,,,,,
2013/11/11,,,2013/11/11,国证地产,"3,575.01",2013/11/11,国证医药,"5,627.48",2013/11/11,国证有色,"3,356.04",2013/11/11,国证食品,"5,863.35",2013/11/11,中证银行,"3,878.51",2013/11/11,证券公司,501.44,,,,,,,,,,,,,,,,,,,,,,,,
2013/11/12,,,2013/11/12,国证地产,"3,605.07",2013/11/12,国证医药,"5,708.33",2013/11/12,国证有色,"3,386.59",2013/11/12,国证食品,"6,035.81",2013/11/12,中证银行,"3,926.91",2013/11/12,证券公司,507.53,,,,,,,,,,,,,,,,,,,,,,,,
